"","Ov_coeff","Ov_ic","Pred_sp","Prey_sp","Pred_family","Prey_family","Pred_genus","Prey_genus","mass_ratio","Pred_mass","Predmass_cat","P_hunt","Prey_mass","Preymass_cat","Pred_diet","Prey_diet","Lon","Lat","Lat_abs","Continent","Country","Locality","Label","Samp_dur","N_statioins","Effort","Avg_dist","S_area","Pred_evidence","Hunt_source"
"615",0.614,"0.561-0.664","Puma concolor","Odocoileus virginianus","Felidae","Cervidae","Puma","Odocoileus",-0.308097257194373,48000,"Large","ambush",65320,"Large","Carnivore","Herbivore",-83.769733,9.637535,9.637535,"Central/North America","Costa Rica","Bo_General","Botts_2020",109.57,94,59919,"1.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"616",0.63,"0.49-0.78","Puma concolor","Dasypus novemcinctus","Felidae","Dasypodidae","Puma","Dasypus",2.49773609631993,48000,"Large","ambush",3949.01,"Small-Medium","Carnivore","Insectivore",-75.4,4.75,4.75,"South America","Colombia","UNRP","Cepeda-Duque_2021",4,61,3070,"0.5",39.86,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"617",0.6,"0.46-0.73","Puma concolor","Didelphis pernigra","Felidae","Didelphidae","Puma","Didelphis",3.84118600206479,48000,"Large","ambush",1030.47,"Small","Carnivore","Omnivore",-75.4,4.75,4.75,"South America","Colombia","UNRP","Cepeda-Duque_2021",4,61,3070,"0.5",39.86,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"618",0.54,"0.35-0.72","Puma concolor","Cuniculus taczanowskii","Felidae","Cuniculidae","Puma","Cuniculus",1.67397643357167,48000,"Large","ambush",9000,"Medium-Large","Carnivore","Herbivore",-75.4,4.75,4.75,"South America","Colombia","UNRP","Cepeda-Duque_2021",4,61,3070,"0.5",39.86,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"619",0.47,"0.25-0.68","Puma concolor","Mazama rufina","Felidae","Cervidae","Puma","Mazama",1.18678627304205,48000,"Large","ambush",14649.625,"Medium-Large","Carnivore","Herbivore",-75.4,4.75,4.75,"South America","Colombia","UNRP","Cepeda-Duque_2021",4,61,3070,"0.5",39.86,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"620",0.56,"0,39-0,78","Puma concolor","Dasypus novemcinctus","Felidae","Dasypodidae","Puma","Dasypus",2.49773609631993,48000,"Large","ambush",3949.01,"Small-Medium","Carnivore","Insectivore",-40.906602,-5.141386,5.141386,"South America","Brazil","Serra_das_Almas_Nature_Reserve","Dias_2018",26,30,NA,"0.75",61.26,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"621",0.7,"0,54-0,84","Puma concolor","Mazama gouazoubira","Felidae","Cervidae","Puma","Mazama",1.05879079448144,48000,"Large","ambush",16650,"Large","Carnivore","Herbivore",-40.906602,-5.141386,5.141386,"South America","Brazil","Serra_das_Almas_Nature_Reserve","Dias_2018",26,30,NA,"0.75",61.26,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"622",0.73,"0,59-0,91","Puma concolor","Pecari tajacu","Felidae","Tayassuidae","Puma","Pecari",0.850776124763528,48000,"Large","ambush",20500,"Large","Carnivore","Herbivore",-40.906602,-5.141386,5.141386,"South America","Brazil","Serra_das_Almas_Nature_Reserve","Dias_2018",26,30,NA,"0.75",61.26,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"623",0.55,"0,39-0,67","Puma concolor","Sapajus libidinosus","Felidae","Cebidae","Puma","Sapajus",2.89947557214564,48000,"Large","ambush",2642.5,"Small-Medium","Carnivore","Omnivore",-40.906602,-5.141386,5.141386,"South America","Brazil","Serra_das_Almas_Nature_Reserve","Dias_2018",26,30,NA,"0.75",61.26,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"624",0.58,"0,38-0,71","Puma concolor","Kerodon rupestris","Felidae","Caviidae","Puma","Kerodon",4.00416113816412,48000,"Large","ambush",875.5,"Small","Carnivore","Herbivore",-40.906602,-5.141386,5.141386,"South America","Brazil","Serra_das_Almas_Nature_Reserve","Dias_2018",26,30,NA,"0.75",61.26,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"625",0.57,"0,40-0,69","Puma concolor","Cuniculus paca","Felidae","Cuniculidae","Puma","Cuniculus",1.67397643357167,48000,"Large","ambush",9000,"Medium-Large","Carnivore","Herbivore",-40.906602,-5.141386,5.141386,"South America","Brazil","Serra_das_Almas_Nature_Reserve","Dias_2018",26,30,NA,"0.75",61.26,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"626",0.456,"0.427-0.484","Puma concolor","Dasyprocta punctata","Felidae","Dasyproctidae","Puma","Dasyprocta",3.06939675432097,48000,"Large","ambush",2229.56,"Small-Medium","Carnivore","Herbivore",-83.769733,9.637535,9.637535,"Central/North America","Costa Rica","Bo_General","Botts_2020",109.57,94,59919,"1.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"627",0.27,NA,"Puma concolor","Odocoileus hemionus","Felidae","Cervidae","Puma","Odocoileus",-0.171850256926659,48000,"Large","ambush",57000,"Large","Carnivore","Herbivore",-103.7473611,26.68591667,26.68591667,"Central/North America","Mexico","MVR_all","Duran-Antonio_2020",2.1,30,1830,"1",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"628",0.54,"0.34-0.66","Puma concolor","Dasyprocta punctata","Felidae","Dasyproctidae","Puma","Dasyprocta",3.06939675432097,48000,"Large","ambush",2229.56,"Small-Medium","Carnivore","Herbivore",-75.4,4.75,4.75,"South America","Colombia","UNRP","Cepeda-Duque_2021",4,61,3070,"0.5",39.86,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"629",0.73,"0,57-0,87","Puma concolor","Tamandua mexicana","Felidae","Myrmecophagidae","Puma","Tamandua",2.43748527913199,48000,"Large","ambush",4194.255,"Small-Medium","Carnivore","Insectivore",-73.70491,7.638787,7.638787,"South America","Colombia","high disturbance","Figel_2021",20,87,4919,"4.9",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"630",0.69,"0,56-0,78","Puma concolor","Cuniculus paca","Felidae","Cuniculidae","Puma","Cuniculus",1.67397643357167,48000,"Large","ambush",9000,"Medium-Large","Carnivore","Herbivore",-73.70491,7.638787,7.638787,"South America","Colombia","high disturbance","Figel_2021",20,87,4919,"4.9",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"631",0.67,"0,51-0,81","Puma concolor","Dasypus novemcinctus","Felidae","Dasypodidae","Puma","Dasypus",2.49773609631993,48000,"Large","ambush",3949.01,"Small-Medium","Carnivore","Insectivore",-73.70491,7.638787,7.638787,"South America","Colombia","high disturbance","Figel_2021",20,87,4919,"4.9",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"632",0.45,"0,29-0,61","Puma concolor","Pecari tajacu","Felidae","Tayassuidae","Puma","Pecari",0.850776124763528,48000,"Large","ambush",20500,"Large","Carnivore","Herbivore",-73.70491,7.638787,7.638787,"South America","Colombia","high disturbance","Figel_2021",20,87,4919,"4.9",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"633",0.74,"0,58-0,86","Puma concolor","Hydrochoerus isthmius","Felidae","Caviidae","Puma","Hydrochoerus",0.814029388694002,48000,"Large","ambush",21267.32,"Large","Carnivore","Herbivore",-73.70491,7.638787,7.638787,"South America","Colombia","high disturbance","Figel_2021",20,87,4919,"4.9",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"634",0.41,"0,27-0,54","Puma concolor","Dasyprocta punctata","Felidae","Dasyproctidae","Puma","Dasyprocta",3.06939675432097,48000,"Large","ambush",2229.56,"Small-Medium","Carnivore","Herbivore",-73.70491,7.638787,7.638787,"South America","Colombia","high disturbance","Figel_2021",20,87,4919,"4.9",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"635",0.64,"0,43-0,83","Puma concolor","Tamandua mexicana","Felidae","Myrmecophagidae","Puma","Tamandua",2.43748527913199,48000,"Large","ambush",4194.255,"Small-Medium","Carnivore","Insectivore",-73.70491,7.638787,7.638787,"South America","Colombia","low disturbance","Figel_2021",20,87,3798,"4.9",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"636",0.85,"0,71-0,96","Puma concolor","Cuniculus paca","Felidae","Cuniculidae","Puma","Cuniculus",1.67397643357167,48000,"Large","ambush",9000,"Medium-Large","Carnivore","Herbivore",-73.70491,7.638787,7.638787,"South America","Colombia","low disturbance","Figel_2021",20,87,3798,"4.9",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"637",0.69,"0,50-0,86","Puma concolor","Dasypus novemcinctus","Felidae","Dasypodidae","Puma","Dasypus",2.49773609631993,48000,"Large","ambush",3949.01,"Small-Medium","Carnivore","Insectivore",-73.70491,7.638787,7.638787,"South America","Colombia","low disturbance","Figel_2021",20,87,3798,"4.9",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"638",0.5,"0,36-0,64","Puma concolor","Pecari tajacu","Felidae","Tayassuidae","Puma","Pecari",0.850776124763528,48000,"Large","ambush",20500,"Large","Carnivore","Herbivore",-73.70491,7.638787,7.638787,"South America","Colombia","low disturbance","Figel_2021",20,87,3798,"4.9",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"639",0.67,"0.51-0.79","Puma concolor","Euphractus sexcinctus","Felidae","Chlamyphoridae","Puma","Euphractus",2.2922223059585,48000,"Large","ambush",4850,"Small-Medium","Carnivore","Omnivore",-52.75,-18.333056,18.333056,"South America","Brazil","Emas National Park","Foster_2013",8,229,16569,NA,1320,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"640",0.65,"0.53-0.72","Puma concolor","Hydrochoerus hydrochaeris","Felidae","Caviidae","Puma","Hydrochoerus",-0.0717867012187052,48000,"Large","ambush",51572.455,"Large","Carnivore","Herbivore",-56.305556,-19.960833,19.960833,"South America","Brazil","Refugio Ecologico Caiman","Foster_2013",37,142,7100,NA,530,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"641",0.67,"0.58-0.74","Puma concolor","Euphractus sexcinctus","Felidae","Chlamyphoridae","Puma","Euphractus",2.2922223059585,48000,"Large","ambush",4850,"Small-Medium","Carnivore","Omnivore",-42.329722,-8.447222,8.447222,"South America","Brazil","Serra da Capivara National Park","Foster_2013",5,71,8804,NA,1291.4,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"642",0.765,"0.677-0.844","Puma concolor","Odocoileus hemionus","Felidae","Cervidae","Puma","Odocoileus",-0.171850256926659,48000,"Large","ambush",57000,"Large","Carnivore","Herbivore",-123.084,39.002,39.002,"Central/North America","United States","HREC","Gaynor_2022",1,36,5307,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"643",0.849,"0.778-0.931","Puma concolor","Odocoileus hemionus","Felidae","Cervidae","Puma","Odocoileus",-0.171850256926659,48000,"Large","ambush",57000,"Large","Carnivore","Herbivore",-123.084,39.002,39.002,"Central/North America","United States","HREC","Gaynor_2022",1,36,5307,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"644",0.56,NA,"Puma concolor","Odocoileus virginianus","Felidae","Cervidae","Puma","Odocoileus",-0.308097257194373,48000,"Large","ambush",65320,"Large","Carnivore","Herbivore",-109.11,29.37,29.37,"Central/North America","Mexico","Northen Jaguar Reserve_2009","Gutierrez-Gonzalez_2017",1,76,NA,"1",330,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"645",0.29,NA,"Puma concolor","Pecari tajacu","Felidae","Tayassuidae","Puma","Pecari",0.850776124763528,48000,"Large","ambush",20500,"Large","Carnivore","Herbivore",-109.11,29.37,29.37,"Central/North America","Mexico","Northen Jaguar Reserve_2009","Gutierrez-Gonzalez_2017",1,76,NA,"1",330,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"646",0.57,NA,"Puma concolor","Odocoileus virginianus","Felidae","Cervidae","Puma","Odocoileus",-0.308097257194373,48000,"Large","ambush",65320,"Large","Carnivore","Herbivore",-109.11,29.37,29.37,"Central/North America","Mexico","Northen Jaguar Reserve_2010","Gutierrez-Gonzalez_2017",1,108,NA,"1",330,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"647",0.32,NA,"Puma concolor","Pecari tajacu","Felidae","Tayassuidae","Puma","Pecari",0.850776124763528,48000,"Large","ambush",20500,"Large","Carnivore","Herbivore",-109.11,29.37,29.37,"Central/North America","Mexico","Northen Jaguar Reserve_2010","Gutierrez-Gonzalez_2017",1,108,NA,"1",330,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"648",0.58,NA,"Puma concolor","Odocoileus virginianus","Felidae","Cervidae","Puma","Odocoileus",-0.308097257194373,48000,"Large","ambush",65320,"Large","Carnivore","Herbivore",-109.11,29.37,29.37,"Central/North America","Mexico","Northen Jaguar Reserve_2011","Gutierrez-Gonzalez_2017",1,97,NA,"1",330,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"649",0.55,NA,"Puma concolor","Pecari tajacu","Felidae","Tayassuidae","Puma","Pecari",0.850776124763528,48000,"Large","ambush",20500,"Large","Carnivore","Herbivore",-109.11,29.37,29.37,"Central/North America","Mexico","Northen Jaguar Reserve_2011","Gutierrez-Gonzalez_2017",1,97,NA,"1",330,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"650",0.43,NA,"Puma concolor","Odocoileus virginianus","Felidae","Cervidae","Puma","Odocoileus",-0.308097257194373,48000,"Large","ambush",65320,"Large","Carnivore","Herbivore",-109.11,29.37,29.37,"Central/North America","Mexico","Northen Jaguar Reserve_2012","Gutierrez-Gonzalez_2017",1,119,NA,"1",330,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"651",0.6,NA,"Puma concolor","Pecari tajacu","Felidae","Tayassuidae","Puma","Pecari",0.850776124763528,48000,"Large","ambush",20500,"Large","Carnivore","Herbivore",-109.11,29.37,29.37,"Central/North America","Mexico","Northen Jaguar Reserve_2012","Gutierrez-Gonzalez_2017",1,119,NA,"1",330,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"652",0.76,"0.62-0.87","Puma concolor","Cuniculus paca","Felidae","Cuniculidae","Puma","Cuniculus",1.67397643357167,48000,"Large","ambush",9000,"Medium-Large","Carnivore","Herbivore",-96.41737,17.63347,17.63347,"Central/North America","Mexico","San Isidro Yolox","Hernandez-Sanchez_2020",12,22,12800,"0.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"653",0.83,"0.71-0.92","Puma concolor","Mazama temama","Felidae","Cervidae","Puma","Mazama",0.735706794978741,48000,"Large","ambush",23000,"Large","Carnivore","Herbivore",-96.41737,17.63347,17.63347,"Central/North America","Mexico","San Isidro Yolox","Hernandez-Sanchez_2020",12,22,12800,"0.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"654",0.76,"0.60-0.88","Puma concolor","Dasypus novemcinctus","Felidae","Dasypodidae","Puma","Dasypus",2.49773609631993,48000,"Large","ambush",3949.01,"Small-Medium","Carnivore","Insectivore",-96.41737,17.63347,17.63347,"Central/North America","Mexico","San Isidro Yolox","Hernandez-Sanchez_2020",12,22,12800,"0.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"655",0.35,"0,21-0,47","Puma concolor","Dasyprocta punctata","Felidae","Dasyproctidae","Puma","Dasyprocta",3.06939675432097,48000,"Large","ambush",2229.56,"Small-Medium","Carnivore","Herbivore",-73.70491,7.638787,7.638787,"South America","Colombia","low disturbance","Figel_2021",20,87,3798,"4.9",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"656",0.41,"0.26-0.59","Puma concolor","Pecari tajacu","Felidae","Tayassuidae","Puma","Pecari",0.850776124763528,48000,"Large","ambush",20500,"Large","Carnivore","Herbivore",-96.41737,17.63347,17.63347,"Central/North America","Mexico","San Isidro Yolox","Hernandez-Sanchez_2020",12,22,12800,"0.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"657",0.729,"0.636-0.830","Puma concolor","Tapirus bairdii","Felidae","Tapiridae","Puma","Tapirus",-1.83258146374831,48000,"Large","ambush",3e+05,"Large","Carnivore","Herbivore",-83.571968,8.539867,8.539867,"Central/North America","Costa Rica","Corcovado Nationa Park","Herrera_2018",NA,87,NA,"2.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"658",0.599,"0.490-0.681","Puma concolor","Cuniculus paca","Felidae","Cuniculidae","Puma","Cuniculus",1.67397643357167,48000,"Large","ambush",9000,"Medium-Large","Carnivore","Herbivore",-83.571968,8.539867,8.539867,"Central/North America","Costa Rica","Corcovado Nationa Park","Herrera_2018",NA,87,NA,"2.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"659",0.595,"0.498-0.0.677","Puma concolor","Didelphis marsupialis","Felidae","Didelphidae","Puma","Didelphis",3.73154777009271,48000,"Large","ambush",1149.875,"Small","Carnivore","Omnivore",-83.571968,8.539867,8.539867,"Central/North America","Costa Rica","Corcovado Nationa Park","Herrera_2018",NA,87,NA,"2.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"660",0.7,"0.612-0.936","Puma concolor","Tamandua mexicana","Felidae","Myrmecophagidae","Puma","Tamandua",2.43748527913199,48000,"Large","ambush",4194.255,"Small-Medium","Carnivore","Insectivore",-83.571968,8.539867,8.539867,"Central/North America","Costa Rica","Corcovado Nationa Park","Herrera_2018",NA,87,NA,"2.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"661",0.659,"0.542-0.768","Puma concolor","Dasypus novemcinctus","Felidae","Dasypodidae","Puma","Dasypus",2.49773609631993,48000,"Large","ambush",3949.01,"Small-Medium","Carnivore","Insectivore",-83.571968,8.539867,8.539867,"Central/North America","Costa Rica","Corcovado Nationa Park","Herrera_2018",NA,87,NA,"2.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"662",0.637,"0.514-0.781","Puma concolor","Mazama americana","Felidae","Cervidae","Puma","Mazama",0.735706794978741,48000,"Large","ambush",23000,"Large","Carnivore","Herbivore",-83.571968,8.539867,8.539867,"Central/North America","Costa Rica","Corcovado Nationa Park","Herrera_2018",NA,87,NA,"2.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"663",0.616,"0.510-0.700","Puma concolor","Tayassu pecari","Felidae","Tayassuidae","Puma","Tayassu",0.41177528798232,48000,"Large","ambush",31798.71,"Large","Carnivore","Herbivore",-83.571968,8.539867,8.539867,"Central/North America","Costa Rica","Corcovado Nationa Park","Herrera_2018",NA,87,NA,"2.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"664",0.578,"0.457-0.664","Puma concolor","Pecari tajacu","Felidae","Tayassuidae","Puma","Pecari",0.850776124763528,48000,"Large","ambush",20500,"Large","Carnivore","Herbivore",-83.571968,8.539867,8.539867,"Central/North America","Costa Rica","Corcovado Nationa Park","Herrera_2018",NA,87,NA,"2.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"665",0.498,"0.4190.557","Puma concolor","Dasyprocta punctata","Felidae","Dasyproctidae","Puma","Dasyprocta",3.06939675432097,48000,"Large","ambush",2229.56,"Small-Medium","Carnivore","Herbivore",-83.571968,8.539867,8.539867,"Central/North America","Costa Rica","Corcovado Nationa Park","Herrera_2018",NA,87,NA,"2.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"666",0.609,"0.501-0.706","Puma concolor","Tapirus bairdii","Felidae","Tapiridae","Puma","Tapirus",-1.83258146374831,48000,"Large","ambush",3e+05,"Large","Carnivore","Herbivore",-85.66864,10.828699,10.828699,"Central/North America","Costa Rica","Santa Rosa National Park","Herrera_2018",NA,61,NA,"2.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"667",0.582,"0.456-0.688","Puma concolor","Didelphis marsupialis","Felidae","Didelphidae","Puma","Didelphis",3.73154777009271,48000,"Large","ambush",1149.875,"Small","Carnivore","Omnivore",-85.66864,10.828699,10.828699,"Central/North America","Costa Rica","Santa Rosa National Park","Herrera_2018",NA,61,NA,"2.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"668",0.799,"0.724-0.871","Puma concolor","Odocoileus virginianus","Felidae","Cervidae","Puma","Odocoileus",-0.308097257194373,48000,"Large","ambush",65320,"Large","Carnivore","Herbivore",-85.66864,10.828699,10.828699,"Central/North America","Costa Rica","Santa Rosa National Park","Herrera_2018",NA,61,NA,"2.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"669",0.498,"0.320-0.632","Puma concolor","Dasypus novemcinctus","Felidae","Dasypodidae","Puma","Dasypus",2.49773609631993,48000,"Large","ambush",3949.01,"Small-Medium","Carnivore","Insectivore",-85.66864,10.828699,10.828699,"Central/North America","Costa Rica","Santa Rosa National Park","Herrera_2018",NA,61,NA,"2.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"670",0.631,"0.532-0.696","Puma concolor","Dasyprocta punctata","Felidae","Dasyproctidae","Puma","Dasyprocta",3.06939675432097,48000,"Large","ambush",2229.56,"Small-Medium","Carnivore","Herbivore",-85.66864,10.828699,10.828699,"Central/North America","Costa Rica","Santa Rosa National Park","Herrera_2018",NA,61,NA,"2.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"671",0.596,"0.477-0.668","Puma concolor","Cebus capucinus","Felidae","Cebidae","Puma","Cebus",2.89475635621399,48000,"Large","ambush",2655,"Small-Medium","Carnivore","Omnivore",-85.66864,10.828699,10.828699,"Central/North America","Costa Rica","Santa Rosa National Park","Herrera_2018",NA,61,NA,"2.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"672",0.81,"0.74-0.86","Puma concolor","Oryctolagus cuniculus","Felidae","Leporidae","Puma","Oryctolagus",3.2293471247355,48000,"Large","ambush",1900,"Small","Carnivore","Herbivore",-70.41596,-34.43575,34.43575,"South America","Chile","AMR_Fall-Winter","Osorio_2020",4,50,4550,"1.25",678.31,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"673",0.82,"0.74-0.90","Puma concolor","Lama guanicoe","Felidae","Camelidae","Puma","Lama",-0.851752210736584,48000,"Large","ambush",112500,"Large","Carnivore","Herbivore",-70.41596,-34.43575,34.43575,"South America","Chile","AMR_Fall-Winter","Osorio_2020",4,50,4550,"1.25",678.31,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"674",0.81,"0.74-0.91","Puma concolor","Oryctolagus cuniculus","Felidae","Leporidae","Puma","Oryctolagus",3.2293471247355,48000,"Large","ambush",1900,"Small","Carnivore","Herbivore",-70.41596,-34.43575,34.43575,"South America","Chile","AMR_Spring-Summer","Osorio_2020",4,50,4550,"1.25",678.31,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"675",0.54,"0.38-0.64","Puma concolor","Lama guanicoe","Felidae","Camelidae","Puma","Lama",-0.851752210736584,48000,"Large","ambush",112500,"Large","Carnivore","Herbivore",-70.41596,-34.43575,34.43575,"South America","Chile","AMR_Spring-Summer","Osorio_2020",4,50,4550,"1.25",678.31,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"676",0.52,"0,34-0,64","Puma concolor","Dasyprocta prymnolopha","Felidae","Dasyproctidae","Puma","Dasyprocta",2.80649027391546,48000,"Large","ambush",2900,"Small-Medium","Carnivore","Herbivore",-40.906602,-5.141386,5.141386,"South America","Brazil","Serra_das_Almas_Nature_Reserve","Dias_2018",26,30,NA,"0.75",61.26,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"677",0.62,"0,48-0,69","Puma concolor","Mazama americana","Felidae","Cervidae","Puma","Mazama",0.735706794978741,48000,"Large","ambush",23000,"Large","Carnivore","Herbivore",-57.51125,-18.092554,18.092554,"South America","Brazil","Po1","Porfirio_2016",23,NA,12703,"1.25",830,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"678",0.86,"0,73-0,87","Puma concolor","Mazama gouazoubira","Felidae","Cervidae","Puma","Mazama",1.05879079448144,48000,"Large","ambush",16650,"Large","Carnivore","Herbivore",-57.51125,-18.092554,18.092554,"South America","Brazil","Po1","Porfirio_2016",23,NA,12703,"1.25",830,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"679",0.56,"0,44-0,62","Puma concolor","Tapirus terrestris","Felidae","Tapiridae","Puma","Tapirus",-1.54489939129653,48000,"Large","ambush",225000,"Large","Carnivore","Herbivore",-57.51125,-18.092554,18.092554,"South America","Brazil","Po1","Porfirio_2016",23,NA,12703,"1.25",830,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"680",0.78,"0,57-0,79","Puma concolor","Hydrochoerus hydrochaeris","Felidae","Caviidae","Puma","Hydrochoerus",-0.0717867012187052,48000,"Large","ambush",51572.455,"Large","Carnivore","Herbivore",-57.51125,-18.092554,18.092554,"South America","Brazil","Po1","Porfirio_2016",23,NA,12703,"1.25",830,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"681",0.86,"0,73-0,87","Puma concolor","Pecari tajacu","Felidae","Tayassuidae","Puma","Pecari",0.850776124763528,48000,"Large","ambush",20500,"Large","Carnivore","Herbivore",-57.51125,-18.092554,18.092554,"South America","Brazil","Po1","Porfirio_2016",23,NA,12703,"1.25",830,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
